id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,locationID,continent,waterBody,islandGroup,island,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
485730,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,c163d3c5-ee39-421f-a3f8-0c2df3937925,108897,61314,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: D Wilken 14302",,1985-05-06,1985,5,6,126,,"6 May 1985",,"steep W facing slope of open shale",,,,,,,,Mentzelia,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"W side of strip mine, Cement Plant, 2.5 mi N of La Porte, 1.5 mi W of Taft Hill Rd",,40.66,-105.14,WGS84,,,,,,,,1584,,,,,5197ft.,,en,,"2017-01-16 20:06:49",http://creativecommons.org/licenses/by-nc/3.0/,,,c163d3c5-ee39-421f-a3f8-0c2df3937925,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485730
485731,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,0ff0f2fd-2dff-47c3-9070-e8676ab8159a,108891,70031,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: R Popp",,1983-06-29,1983,6,29,180,,"29 Jun 1983",,"gravelly soil & sandstone",,,,,,,,"Cercocarpus, Oryzopsis",,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"along Hwy 186, 2 mi N of Masonville",,40.5,-105.2,WGS84,,,,,,,,1706,,,,,5597ft.,,en,,"2017-01-16 20:06:48",http://creativecommons.org/licenses/by-nc/3.0/,,,0ff0f2fd-2dff-47c3-9070-e8676ab8159a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485731
485732,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,b61e0a66-1e7c-4ce1-9fad-c1400bb8596e,108896,70030,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: R Popp",,1983-06-17,1983,6,17,168,,"17 Jun 1983",,"loose gravelly soil of shale outcrops",,,,,,,,"Cercocarpus, Rhus, Oryzopsis, Lesquerella",,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"along N side of Owl Canyon Rd, 4 mi E of US Hwy 287",,40.77,-105.12,WGS84,,,,,,,,1658,,,,,5440ft.,,en,,"2017-01-16 20:06:48",http://creativecommons.org/licenses/by-nc/3.0/,,,b61e0a66-1e7c-4ce1-9fad-c1400bb8596e,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485732
485733,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,a349b090-038a-475a-bf04-617f023a3dc4,108876,70029,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: R Popp",,1983-06-18,1983,6,18,169,,"18 Jun 1983",,"shale outcrop",,,,,,,,"Cercocarpus, Rhus, Oryzopsis",,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"along NW side of Dixon Reservoir, ca 1/8 mi S of County Rd 42C",,40.56,-105.14,WGS84,,,,,,,,1584,,,,,5197ft.,,en,,"2017-01-16 20:06:48",http://creativecommons.org/licenses/by-nc/3.0/,,,a349b090-038a-475a-bf04-617f023a3dc4,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485733
485734,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,cad81557-2ba4-4072-82ea-b37d7edb097f,108894,9263,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: C Crandall",,1898-06-07,1898,6,7,158,,"7 Jun 1898",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"hills N of La Porte",,40.63,-105.16,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:47",http://creativecommons.org/licenses/by-nc/3.0/,,,cad81557-2ba4-4072-82ea-b37d7edb097f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485734
485735,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,ece6c787-33dd-4d9f-bd4f-4ece10a080fc,108893,9262,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: C Crandall",,1898-05-07,1898,5,7,127,,"7 May 1898",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"hills N of La Porte",,40.63,-105.16,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:47",http://creativecommons.org/licenses/by-nc/3.0/,,,ece6c787-33dd-4d9f-bd4f-4ece10a080fc,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485735
485736,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,1676e7ec-d6c7-4802-a4c7-19c3d36393d0,108895,9259,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: C Crandall",,1890-05-14,1890,5,14,134,,"14 May 1890",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"prairie N of Ft Collins",,40.64,-105.14,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:46",http://creativecommons.org/licenses/by-nc/3.0/,,,1676e7ec-d6c7-4802-a4c7-19c3d36393d0,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485736
485738,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,42483cb9-6e7c-4345-8a3e-81f7cdb9bced,119601,9268,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: P Rydberg & F Vreeland",,1900-06-27,1900,6,27,178,,"27 Jun 1900",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Costilla County",,"Sangre De Christo Ck",,37.51,-105.3,WGS84,,,,,,,,2700,,,,,8859ft.,,en,,"2017-01-16 20:06:46",http://creativecommons.org/licenses/by-nc/3.0/,,,42483cb9-6e7c-4345-8a3e-81f7cdb9bced,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485738
485739,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,525bf908-5b0b-41f7-85c8-b449ecb6f8af,119599,9267,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: J Cowen",,1892-06-25,1892,6,25,177,,"25 Jun 1892",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Delta County",,"hills N of Hotchkiss",,38.82,-107.71,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:46",http://creativecommons.org/licenses/by-nc/3.0/,,,525bf908-5b0b-41f7-85c8-b449ecb6f8af,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485739
485740,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,05bf0a47-8259-4b3f-8545-2e4612a558f8,119595,9258,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: C Porter",,1941-05-10,1941,5,10,130,,"10 May 1941",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"2 mi N of Rifle",,39.56,-107.77,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:45",http://creativecommons.org/licenses/by-nc/3.0/,,,05bf0a47-8259-4b3f-8545-2e4612a558f8,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485740
485741,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,d3f96233-8a4c-49c4-8c1c-b72fadf5ddfb,119598,26125,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: H Harrington & E Smith 1117",,1945-06-21,1945,6,21,172,,"21 Jun 1945",,"gorge, part shade",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"6 mi W of Glenwood Springs",,39.56,-107.42,WGS84,,,,,,,,1798,,,,,5899ft.,,en,,"2017-01-16 20:06:45",http://creativecommons.org/licenses/by-nc/3.0/,,,d3f96233-8a4c-49c4-8c1c-b72fadf5ddfb,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485741
485742,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,388137e1-be75-4f86-9b17-910dc62ea92f,119600,35650,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: H Harrington 8288",,1956-06-16,1956,6,16,168,,"16 Jun 1956",,"ravine in part shade",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"7 mi W of Glenwood Springs",,39.57,-107.43,WGS84,,,,,,,,1767,,,,,5798ft.,,en,,"2017-01-16 20:06:45",http://creativecommons.org/licenses/by-nc/3.0/,,,388137e1-be75-4f86-9b17-910dc62ea92f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485742
485743,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,f92c074d-e50c-46f0-a0cb-a6373e7f372f,119597,23892,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: H Harrington 8802",,1958-06-01,1958,6,1,152,,"1 Jun 1958",,"open slope",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"7.5 mi SW of Grand Valley",,39.38,-108.13,WGS84,,,,,,,,1524,,,,,5000ft.,,en,,"2017-01-16 20:06:44",http://creativecommons.org/licenses/by-nc/3.0/,,,f92c074d-e50c-46f0-a0cb-a6373e7f372f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485743
485744,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,3c8bc3e6-13eb-4cb3-8d73-ecc8c1b48cd2,119596,59558,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: W Erickson & T Baumann 797",,1979-08-08,1979,8,8,220,,"8 Aug 1979",,"shale of upper bank of roadcut",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"Anvil Points & Naval Oil Shale Tract along JQS Trail from tup of Roan Cliffs to 1 mi below",,39.58,-107.88,WGS84,,,,,,,,2687,,,,,8816ft.,,en,,"2017-01-16 20:06:44",http://creativecommons.org/licenses/by-nc/3.0/,,,3c8bc3e6-13eb-4cb3-8d73-ecc8c1b48cd2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485744
485745,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,a9b7cd50-e0c5-4692-b41b-47d7c2bce1aa,119592,71629,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: R & K Rollins 8377",,1983-06-18,1983,6,18,169,,"18 Jun 1983",,"steep hillside",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"near St Hwy 92, 1 mi NW of Blue Mesa Dam",,38.45,-107.35,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:44",http://creativecommons.org/licenses/by-nc/3.0/,,,a9b7cd50-e0c5-4692-b41b-47d7c2bce1aa,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485745
485749,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,87ba6c0d-4e56-4497-a126-113f809f7b9c,119603,40045,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: R Gierisch 2308",,1961-06-26,1961,6,26,177,,"26 Jun 1961",,"clay loam, rocky S exposure",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Mesa County",,"Lands End Rd, Grand Mesa",,38.99,-108.25,WGS84,,,,,,,,1828,,,,,5998ft.,,en,,"2017-01-16 20:06:43",http://creativecommons.org/licenses/by-nc/3.0/,,,87ba6c0d-4e56-4497-a126-113f809f7b9c,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485749
485750,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,55ef02c1-4d20-4ef1-aa02-c92c7858d67f,119602,28278,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: H Harrington 2685",,1947-05-24,1947,5,24,144,,"24 May 1947",,"clay roadbank",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Mesa County",,"W side of Grand Mesa",,39.01,-108.25,WGS84,,,,,,,,2194,,,,,7199ft.,,en,,"2017-01-16 20:06:42",http://creativecommons.org/licenses/by-nc/3.0/,,,55ef02c1-4d20-4ef1-aa02-c92c7858d67f,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485750
485752,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,120b084a-de37-4697-b6f7-a7f5849e47bd,100938,71628,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: R & K Rollins 8380",,1983-06-18,1983,6,18,169,,"18 Jun 1983",,"clay hillside",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Montrose County",,"off St Hwy 92, 2 mi S of Maher",,38.63,-107.58,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:42",http://creativecommons.org/licenses/by-nc/3.0/,,,120b084a-de37-4697-b6f7-a7f5849e47bd,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485752
485753,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,ecf98525-7a5f-4595-9832-5d7201783201,119594,9265,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: E Bethel",,1898-06-23,1898,6,23,174,,"23 Jun 1898",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Ouray County",,Ridgway,,38.15,-107.75,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:41",http://creativecommons.org/licenses/by-nc/3.0/,,,ecf98525-7a5f-4595-9832-5d7201783201,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485753
485755,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,226f365b-d0c2-4f51-a866-199ecd5d9981,119593,37745,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,,,,,,,,"collectors: D Johnson 10",,1960-06-27,1960,6,27,179,,"27 Jun 1960",,"open bank",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Saguache County",,"2 mi N of Cochetopa Dome",,38.25,-106.68,WGS84,,,,,,,,2743,,,,,9000ft.,,en,,"2017-01-16 20:06:41",http://creativecommons.org/licenses/by-nc/3.0/,,,226f365b-d0c2-4f51-a866-199ecd5d9981,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485755
485762,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,cada952c-111a-4449-891d-2e9b4a732bac,108851,72015,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"collectors: E Neese 15834",,1984-07-13,1984,7,13,195,,"13 Jul 1984",,"rocky outcrops & gravelly soil",,,,,,,,"Artemisia tridentata, Chrysothamnus viscidiflorus",,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"3.5 mi SW of Gunnison",,38.52,-106.98,WGS84,,,,,,,,2484,,,,,8150ft.,,en,,"2017-01-16 20:06:38",http://creativecommons.org/licenses/by-nc/3.0/,,,cada952c-111a-4449-891d-2e9b4a732bac,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485762
485763,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,003c35f3-b677-408c-a4a4-f5766ec26463,100948,71631,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria rollinsii",44668,G.A.Mulligan,Physaria,,rollinsii,,,Species,,,,,,,,"collectors: R & K Rollins 8373",,1983-06-19,1983,6,19,170,,"19 Jun 1983",,"limestone chip",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"high hill leading up from Sapinero",,38.45,-107.29,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:38",http://creativecommons.org/licenses/by-nc/3.0/,,,003c35f3-b677-408c-a4a4-f5766ec26463,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485763
485764,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,14e249b4-c35d-4f18-818c-38be0b8bf948,119577,75883,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"Bill Jennings",,,,,,,"collectors: S. Spackman, K. Carsey, K. Fayette SS-96-30.b",,1996-07-08,1996,7,8,190,,"8 Jul 1996",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"South side of Mt. Callahan; Grand Valley Quad.",,39.43,-108.11,WGS84,,,,,,,,,,,,,,,en,,"2017-01-16 20:06:38",http://creativecommons.org/licenses/by-nc/3.0/,,,14e249b4-c35d-4f18-818c-38be0b8bf948,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485764
485767,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,4567d262-a283-46fd-89fd-04e89457d7d1,119582,58097,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"Bill Jennings, 2003",,,,,,,"collectors: B Painter et al 38",,1978-07-14,1978,7,14,195,,"14 Jul 1978",,,,,,,,,,"Quercus, Ribes, Acer, Ceanothus",,,,,1,,,,,,,"United States",Colorado,"Garfield County",,"along rd above Logan Wash, Roan Cliffs ca 10 mi E of County Rd 204",,39.4,-108.2,WGS84,,,,,,,,2560,,,,,8399ft.,,en,,"2017-01-16 20:06:37",http://creativecommons.org/licenses/by-nc/3.0/,,,4567d262-a283-46fd-89fd-04e89457d7d1,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485767
485768,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,9c637964-bfee-4f9a-814f-bef5b26e6ff6,119581,39228,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"Bill Jennings, 2003",,,,,,,"collectors: N Russell 10267",,1959-07-08,1959,7,8,189,,"8 Jul 1959",,"dry open SE facing slope",,,,,,,,"sage brush",,,,,1,,,,,,,"United States",Colorado,"Gunnison County",,"2 mi S of Almont, 8 mi N of Gunnison",,38.63,-106.86,WGS84,,,,,,,,2895,,,,,9498ft.,,en,,"2017-01-16 20:06:36",http://creativecommons.org/licenses/by-nc/3.0/,,,9c637964-bfee-4f9a-814f-bef5b26e6ff6,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=485768
519594,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,5ed276aa-0bd6-48d3-be17-e59948d221d2,108880,80396,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: Sarah Shoeneman",1,2000-09-12,2000,9,12,256,,"12 September 2000",,"Shale gulley.",,,,,,,,Yucca,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"Between Berthoud and Longmont: W and S of Berthoud against foothills (South on RD 23E, West on RD 6) into housing subdivision.",,40.28,-105.17,WGS84,,,,,,,,1615,,,,,5300ft.,,en,,"2017-01-16 16:20:46",http://creativecommons.org/licenses/by-nc/3.0/,,,5ed276aa-0bd6-48d3-be17-e59948d221d2,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=519594
520582,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,7fcccda6-3991-4523-be4d-a9c4fdc9e559,108883,81195,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria bellii",44662,G.A.Mulligan,Physaria,,bellii,,,Species,,,,,,,,"collectors: B Maswabi",1,1999-05-22,1999,5,22,142,,"22 May 1999",,,,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Larimer County",,"1 mi. S County Rd. 42C, 0.5 mi. W of County Rd. 21, S of Dixon Reservoir, Ft. Collins.",,40.54,-105.14,WGS84,,,,,,,,1585,,,,,5200ft.,,en,,"2017-01-16 16:13:18",http://creativecommons.org/licenses/by-nc/3.0/,,,7fcccda6-3991-4523-be4d-a9c4fdc9e559,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=520582
521561,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,d2fcfad3-4dcb-4db4-9e7a-01ddb471f27a,119586,82209,"Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Physaria",Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,,floribunda,,,Species,"Bill Jennings",,,,,,,"collectors: R Osborn",2,2001-05-19,2001,5,19,139,,"19 May 2001",,"Roadside slope",,,,,,,,,,,,,1,,,,,,,"United States",Colorado,"Eagle County",,"10 ft. s of I-70, 2.3 mi. W of Eagle at mi. marker 145.",,39.64,-106.86,WGS84,,,,,,,,2012,,,,,6600ft.,,en,,"2017-01-16 16:06:02",http://creativecommons.org/licenses/by-nc/3.0/,,,d2fcfad3-4dcb-4db4-9e7a-01ddb471f27a,https://swbiodiversity.org/seinet/collections/individual/index.php?occid=521561
