id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
523259,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,68144,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"Bill Jennings",,,,,,,"W Baker",82-369,1982-08-28,1982,8,28,240,,,,"scattered on volcanic cinders and ash of crater rim",,,,,,,,,,,,USA,Colorado,"Eagle County",,"E rim of Dotsero Crater, 1 mi NE of Dotsero",,39.6621,-107.0209,,,"T4S R86W S34",,,,,,2195,,,,,"7200 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:48c7315c-cdd4-480e-a264-0b9eb7a27258,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=523259
523260,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,61979,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"Bill Jennings",,,,,,,"T R Suess",TRS-60,1978-06-09,1978,6,9,160,,,,,,,,,,,,,,,,USA,Colorado,"Routt County",,"10 mi S of Toponas on Hwy 131, along side of rd.",,,,,,,,,,,,,,,,,,,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7df95549-5a8e-4938-938e-4b42f8d865e1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=523260
525489,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,80908,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,"S. Spackman & D. Anderson",,,,,,,"Susan Spackman",SS-99-04b,1999-06-12,1999,6,12,163,,,,"Common in sparsely vegetated areas",,,,,,,,,,,,USA,Colorado,"Costilla County",,"Forbes Park.  Near entrance along railroad.",,,,,,,,,,,,2743,,,,,"9000 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:963e1544-5de7-45af-bd1c-398d8a0d7aba,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=525489
525541,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,83896,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R L Hartman",56515,1997-05-19,1997,5,19,139,,,,"Boulder slopes and shrub zone where soil developed",,,,,,,,,,,,USA,Colorado,"Delta County",,"Northern Gunnison Basin:  Needle Rock, S and E slopes to N side, rock face, ca 3.5 mi NE of Crawford.",,38.7196,-107.5453,,,"T15S R91W S27",,,,,,2103,,,,,"6900 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:567fab94-68e2-4869-a2e4-f4d3e10a6c57,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=525541
527702,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,86063,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"R Hartman",66796,2000-05-23,2000,5,23,144,,,,"red sandstone slope and ridgetop",,,,,,,,,,,,USA,Colorado,"Eagle County",,"Central Colorado:  Castle Peak Area, W slope Continental Divide:  Greenhorn Mt, ca 4 air mi NW of Gypsum",,39.6915,-106.9823,,,"T4S R86W S24",,,,,,2225,,,,,"7300 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:f0d8af4a-aa86-4104-8740-a252a6d4358d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=527702
529025,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,87955,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",68136,2004-06-03,2004,6,3,155,,,,"Sandy drainage gully.",,,,,,,,,,,,USA,Colorado,"Grand County",,"Gore Range: ca 2 air mi NE of Radium and ca 9.5 air mi SW of Kremmling, ca 1 mi W of the Colorado Riber.",,39.979,-106.54,,,"T1S R82W S14",,,,,,2195,,,,,"7200 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4b57092b-bf4d-4a65-a279-42f465e18866,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=529025
529648,CS,,,f5db692d-95c2-4532-a9e0-76a3d2bb675a,PreservedSpecimen,,90184,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda",18561,Rydb.,Physaria,floribunda,,,,,,,,,,"Melanie Arnett",5015,1999-07-06,1999,7,6,187,,,,"Riparian and adjacent sagebrush shrubland.",,,,,,,,,,,,USA,Colorado,"Gunnison County",,"Southern Gunnison Basin: intersection of County roads 27B and 27C at North Beaver Creek, ca 1.8 air mi NNE of Rudolph Hill; ca 10.5 air mi ESE of Gateview.",,38.2409,-108.4727,,,"T46N R1.5W S13",,,,,,2621,,,,,"8600 ft.",,,,"2015-01-06 14:31:47",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a8486c8b-fad4-4676-846f-2360424cbc75,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=529648
1195996,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,795065,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Ronald L. Hartman, Jeanette Flaig",77628,2003-06-24,2003,6,24,175,,2003-6-24,,"Grassy slopes of hill with scattered shrubs, Douglas fir-aspen slope, and disturbed areas due to mining activity; disturbed areas.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Mineral,,"Eastern San Juan Mountains: Rio Grande National Forest: Colo Hwy 149 W of Creede to Forest Road 507, 1.5 air mi on Forest Road 507 to Forest Road 508 then 0.6 road mi.",,37.83615,-106.960417,,,"37° 50.169' N, 106° 57.625' W; T41N R1W S3 NW1/4; also NE1/4 of NE1/4 S4 and T42N R1W S34 SE1/4",,,,,,2704,2744,,,,"8870-9000 ft.",,English,,"2013-02-06 11:08:24",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:418cb9dc-4fbf-41f1-8a79-3b8e2153eae2,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1195996
1210302,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Erin Foley, Michael Foley",997,2003-06-20,2003,6,20,171,,2003-6-20,,"Roadside and sagebrush steppe.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Arapaho National Forest: Middle Park: just N of U.S. Hwy 40, ca 3 mi W of Parshall; ca 9 mi E of Kremmling.",,40.0662,-106.2324,,,"40.0662° N, 106.2324° W; GPS Reading; T1N R79W S10 W1/2",,,"GPS Reading",,,2287,,,,,"7500 ft.",,English,,"2009-03-19 15:38:02",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dcc559de-3020-4559-a1a3-ab2f800b76c5,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210302
1210374,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"B. E. Nelson, Michelle Nelson",18417,1990-06-12,1990,6,12,163,,1990-6-12,,Roadcut.,,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Park Range: above Blacktail Creek along Blacktail or County Road 11, ca 1 air mi N of Radium, ca 11 air mi SW of Kremmling.",,39.968,-106.5458,,,"39.968° N, 106.5458° W; uncertainty 0.25 mi.; T1S R82W S22 NE1/4",,,,,,2149,,,,,"7050 ft.",,English,,"2013-02-06 11:08:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:4225f494-7871-43fd-acb4-6ec76dafcce9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210374
1210417,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"B. E. Nelson",49387,2000-06-15,2000,6,15,167,,2000-6-15,,"Soft clay slopes of deep gullies.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: above Barger Gulch, S of the Colorado River, ca 3 air mi ENE of Junction Butte, ca 4.5 air mi ESE of Kremmling.",,40.0439,-106.3039,,,"40.0439° N, 106.3039° W; GPS Reading; T1N R80W S13 SE1/4",,,"GPS Reading",,,2280,2317,,,,"7480-7600 ft.",,English,,"2013-02-06 11:08:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:97bdeb29-d681-4cc6-a8a3-2a7888db2c40,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1210417
1211576,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",10661,2004-08-02,2004,8,2,215,,2004-8-2,,Ridgetop,,,,,,fruiting,,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Junction Butte, ca 2.5 air mi SE of Kremmling and ca 11 air mi NNW of Heeney.",,40.0281,-106.357,,,"40.0281° N, 106.357° W; GPS Reading; T1N R80W S28 NE1/4",,,"GPS Reading",,,2561,2622,,,,"8400-8600 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ec4a78ac-3d81-4c47-8029-884d88ab53ad,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1211576
1212061,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",11096,2004-08-07,2004,8,7,220,,2004-8-7,,"Well-drained disturbed slope.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Gore Range: Pump House Recreation Area: ca 8.5 air mi SW of Kremmling and ca 3 air mi ENE of Radium.",,39.9785,-106.505,,,"39.9785° N, 106.505° W; GPS Reading; T1S R81W S18 NW1/4",,,"GPS Reading",,,2134,2213,,,,"7000-7260 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:35625c6d-cd8f-408f-80b1-37ed7f63e303,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1212061
1213537,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Erin Foley",5841,2004-05-19,2004,5,19,140,,2004-5-19,,"Pinyon/juniper woodland, silty loam and sandy soils along drainage gully.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 1 mi W of the Denver and Rio Grande Western Railroad and Radium.",,39.9523,-106.5628,,,"39.9523° N, 106.5628° W to 39.9506° N, 106.566° W; GPS Reading; T1S R82W S28 NE1/4; also NW1/4 S27",,,"GPS Reading",,,2134,2256,,,,"7000-7400 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:35641a2f-8c16-4fc5-b115-b0123a2bfa71,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213537
1213681,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Erin Foley",5970,2004-05-21,2004,5,21,142,,2004-5-21,,"Along river and sandy flats.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 0.5 mi N of Radium along the Colorado River.",,39.959,-106.55,,,"39.959° N, 106.55° W; GPS Reading; T1S R82W S22 SW1/4",,,"GPS Reading",,,2073,,,,,"6800 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3955b218-9315-4750-aaa7-eba5ec5dc535,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213681
1213728,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6013,2004-05-22,2004,5,22,143,,2004-5-22,,"Dry sagebrush hills.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: ca 2 air mi S of Wolford Mountain and ca 2.5 air mi NNE of Kremmling, just S of Cow Gulch.",,40.0895,-106.3806,,,"40.0895° N, 106.3806° W; GPS Reading; T1.5N R80W S32",,,"GPS Reading",,,2305,2360,,,,"7560-7740 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:b4040a7b-694e-42ac-9865-8d6c64d6b6e1,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213728
1213760,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Erin Foley",6043,2004-05-22,2004,5,22,143,,2004-5-22,,"Pinyon-juniper slope/road cut.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 0.5 air mi N of Radium and 9.5 air mi NE of State Bridge, just W of railroad.",,39.9565,-106.5531,,,"39.9565° N, 106.5531° W; GPS Reading; T1S R82W S22 SW1/4",,,"GPS Reading",,,2177,2195,,,,"7140-7200 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:7de59e9d-935e-4d7d-bfd1-a5b934f71c6e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1213760
1214041,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6297,2004-05-27,2004,5,27,148,,2004-5-27,,"Windswept hill of fine sediment.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: just N of Deer Creek, ca 9 air mi NW of Kremmling and ca 28.5 air mi SE of Steamboat Springs.",,40.1728,-106.4543,,,"40.1728° N, 106.4543° W; GPS Reading; T3N R81W S34 SW1/4; also W1/2 S33",,,"GPS Reading",,,2348,2409,,,,"7700-7900 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:0d23fbf4-45f8-4645-b4b9-914ade147eee,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214041
1214111,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6360,2004-05-28,2004,5,28,149,,2004-5-28,,"Sagebrush on fine sedimentary soil slopes.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: ca 10 air mi SE of Kremmling and ca 24 air mi NW of Silverthorne, ca 2 mi E of Colo Hwy 9 off County Road 381.",,39.9171,-106.3057,,,"39.9171° N, 106.3057° W to 39.9229° N, 106.3069° W; GPS Reading; T1S R80W S36 W1/2",,,"GPS Reading",,,2457,2530,,,,"8060-8300 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ad2fbcca-950c-48cc-93bc-1a4ec5cfe183,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214111
1214256,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6491,2004-05-31,2004,5,31,152,,2004-5-31,,"Well drained slope of metamorphic substrate.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Red Mountain, ca 2 mi E of Kremmling and 6.5 mi W of Parshall.",,40.0578,-106.3435,,,"40.0578° N, 106.3435° W; GPS Reading; T1N R80W S10 S1/2",,,"GPS Reading",,,2378,2420,,,,"7800-7939 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:87470a59-243a-4b92-ab41-606d3220f067,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214256
1214547,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6751,2004-06-03,2004,6,3,155,,2004-6-3,,"Well drained fine sedimentary slope.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: ca 2 mi NW of Green Mountain Reservoir along Colo Hwy 9.",,39.9178,-106.3331,,,"39.9178° N, 106.3331° W; GPS Reading; T1S R80W S34 SW1/4",,,"GPS Reading",,,2332,,,,,"7650 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e4f2ea70-829d-47fb-b780-c8e1cab74925,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214547
1214619,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6816,2004-06-03,2004,6,3,155,,2004-6-3,,"Sandy drainage gully.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Gore Range: ca 2 air mi NE of Radium and ca 9.5 air mi SW of Kremmling, ca 1 mi W of the Colorado River.",,39.9791,-106.5377,,,"39.9791° N, 106.5377° W; GPS Reading; T1S R82W S14 NE1/4",,,"GPS Reading",,,2195,2287,,,,"7200-7500 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:e1353af2-3dd2-42c2-a90a-f29cf6421077,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214619
1214655,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6847,2004-06-03,2004,6,3,155,,2004-6-3,,"Well drained sedimentary slope.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: Dry Creek along County Road 1, ca 3 air mi SSW of Kremmling and ca 9.5 air mi NE of Radium.",,40.0135,-106.396,,,"40.0135° N, 106.396° W; GPS Reading; T1N R80W S30 S1/2; also N1/2 S31",,,"GPS Reading",,,2317,,,,,"7600 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a50ba031-bff5-4106-aadd-5a6e3279eaf7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214655
1214768,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",6949,2004-06-05,2004,6,5,157,,2004-6-5,,"South-facing well-drained sagebrush slope on granite substrate.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Williams Fork Mountains: Lawson Ridge, ca 6 air mi SE of Kremmling and ca 7 air mi NNW of Green Mountain Reservoir.",,40.0002,-106.3406,,,"40.0002° N, 106.3406° W to 39.9821° N, 106.3379° W; GPS Reading; T1S R80W S3; also N1/2 S10",,,"GPS Reading",,,2369,2683,,,,"7770-8800 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:c3e7fa44-8db4-4242-8ddf-2bc3199f8ec9,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1214768
1215007,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",7160,2004-06-08,2004,6,8,160,,2004-6-8,,"Sagebrush on slope of fine sediment.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: just N of Colorado River, off U.S. Hwy 40 between Sulphur Gulch and Rock Creek, ca 7 mi W of Hot Sulphur Springs and 8.5 air mi WNW of Kremmling.",,40.0714,-106.2315,,,"40.0714° N, 106.2315° W to 40.0722° N, 106.2316° W; GPS Reading; T1N R79W S3 S1/2; also N1/2 S10",,,"GPS Reading",,,2271,2427,,,,"7450-7960 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:ba8b4dec-e38a-4e64-9585-fe48d419862d,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1215007
1215045,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",7195,2004-06-08,2004,6,8,160,,2004-6-8,,"Sandy slope with sandstone outcrops.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Middle Park: ca 8 air mi N of Wolford Mountain and ca 12 air mi N of Kremmling.",,40.2224,-106.3861,,,"40.2224° N, 106.3861° W to 40.2202° N, 106.3827° W; GPS Reading; T3N R80W S18 SW1/4",,,"GPS Reading",,,2348,,,,,"7700 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:da182256-35e3-4355-82ad-5c26b93079b6,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1215045
1216047,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. osterhoutii",95388,"(Payson) Rollins",Physaria,floribunda,var.,osterhoutii,,,,,,,,"Erin Foley",8097,2004-06-21,2004,6,21,173,,2004-6-21,,"Sagebrush hills on fine sediment.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Grand,,"Rabbit Ears Range: Muddy Creek, ca 4 air mi SE of Whiteley Peak and ca 12.5 air mi NW of Wolford Mountain.",,40.267,-106.4541,,,"40.267° N, 106.4541° W; GPS Reading; T4N R81W S34 W1/2",,,"GPS Reading",,,2354,2415,,,,"7720-7920 ft.",,English,,"2009-03-19 15:36:57",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:3fce74f9-08e7-4811-a753-ee7f9e516b8e,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1216047
1244714,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",4413,2001-05-15,2001,5,15,135,,2001-5-15,,"Pinyon-juniper woodland on east aspect.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: 2 road mi on County Road 33, ca 2 air mi N of Eagle, immediately after gate, along road and to the W.",,39.7062,-106.8279,,,"39.7062° N, 106.8279° W; T4S R84W S17",,,,,,2195,2378,,,,"7200-7800 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:aa2a15e1-47f7-4b1a-aba8-194a0488cc7f,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1244714
1244761,RM,,,ee7a5f18-f9b4-4c78-b36e-3763a5852c46,PreservedSpecimen,,,,Plantae,Magnoliophyta,,Brassicales,Brassicaceae,"Physaria floribunda var. floribunda",95387,Rydb.,Physaria,floribunda,var.,floribunda,,,,,,,,"Emily A. Holt",4454,2001-05-15,2001,5,15,135,,2001-5-15,,"Open sagebrush with some pinyon-juniper on west aspect.",,,,,,"flowering and fruiting",,,,,,U.S.A.,Colorado,Eagle,,"Central Colorado: Castle Peak Area, West Slope Continental Divide: off County Road 33A, ca 1.5 air mi NE of Eagle.",,39.6768,-106.8086,,,"39.6768° N, 106.8086° W; T4S R84W S28",,,,,,2073,2134,,,,"6800-7000 ft.",,English,,"2009-03-19 15:41:28",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:d16c0acf-774c-4b31-adf0-3fe3f85d31b7,http://swbiodiversity.org/seinet/collections/individual/index.php?occid=1244761
